,order,captiontime,caption,command,speed,item,m1,lorr,boxnum,emojistella,emojiben,who,talk,fadebefore,fadewho,fadeframe,fadetime,xstella,ystella,xstellasay,ystellasay,xben,yben,xbensay,ybensay,xm1,ym1,xitem,yitem,xleft,yleft,xright,yright,time,autotime,musictip,music,musictime,musicwait
a_0063,229,,,,6,keep,keep,15,,,19,stella,什么工作呢？,,,,,,,,,,,,,,,,,,,,,,6,,,,
a_0064,230,,,,6,keep,32,,,,19,bothnottalk,（在思考是否说独立制作人,,,,,,,,,,,,,,,,,,,,,,12,,,,
a_0065,231,,,,6,keep,32,9,,,18,ben,程序员,,,,,,,,,,,,,,,,,,,,,,3,,,,
a_0066,232,,,,6,keep,32,15,,,19,stella,那很辛苦吧,,,,,,,,,,,,,,,,,,,,,,5,,,,
a_0067,233,,,,6,keep,32,9,,,18,ben,还好,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0068,234,,,,6,keep,32,9,,,18,ben,我还好,,,,,,,,,,,,,,,,,,,,,,3,,,,
a_0069,235,,,,6,keep,32,9,,,18,ben,我不上班，自己接点零活,,,,,,,,,,,,,,,,,,,,,,11,,,,
a_0070,236,,,,6,keep,32,9,,,18,ben,一个月忙个几天，其他时候就比较轻松,,,,,,,,,,,,,,,,,,,,,,17,,,,
a_0071,237,,,,6,keep,32,special,,,19,bothnottalk,showoption,,,,,,,,,,,,,,,,,为什么不上班呢？,这样钱够用吗？,notwork,money,,10,,,,
work,238,,,,6,keep,,15,,,19,stella,你是做什么 工作的呢？,,,,,,,,,word,,,,,,,,,,,,,11,,,,
a_0072,239,,,,6,keep,32,,,,19,bothnottalk,（在思考是否说独立制作人,,,,,,,,,,,,,,,,,,,,,,12,,,,
a_0073,240,,,,6,keep,32,9,,,18,ben,程序员,,,,,,,,,,,,,,,,,,,,,,3,,,,
a_0074,241,,,,6,keep,32,15,,,19,stella,那很辛苦吧,,,,,,,,,,,,,,,,,,,,,,5,,,,
a_0075,242,,,,6,keep,32,9,,,18,ben,还好,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0076,243,,,,6,keep,32,9,,,18,ben,我还好,,,,,,,,,,,,,,,,,,,,,,3,,,,
a_0077,244,,,,6,keep,32,9,,,18,ben,我不上班，自己接点零活,,,,,,,,,,,,,,,,,,,,,,11,,,,
a_0078,245,,,,6,keep,32,9,,,18,ben,一个月忙个几天，其他时候就比较轻松,,,,,,,,,,,,,,,,,,,,,,17,,,,
a_0079,246,,,,6,keep,32,special,,,19,bothnottalk,showoption,,,,,,,,,,,,,,,,,为什么不上班呢？,这样钱够用吗？,notwork,money,,10,,,,
notwork,247,,,,6,keep,keep,15,,,19,stella,为什么选不上班呢？,,,,,,,,,,,,,,,,,,,,,,9,,,,
a_00801,248,,,,6,keep,keep,9,,,19,ben,…,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0080,249,,,,6,keep,keep,9,,,18,ben,太累了,,,,,,,,,,,,,,,,,,,,,,3,,,,
a_0081,250,,,,6,keep,keep,9,,,18,ben,不想活得那么苦,,,,,,,,,,,,,,,,,,,,,,7,,,,
a_0082,251,,,,6,keep,keep,15,,,19,stella,你以前的工作 特别苦吗？,,,,,,,,,word,,,,,,,,,,,,,12,,,,
a_0083,252,,,,6,keep,keep,9,,,18,ben,也没有,,,,,,,,,,,,,,,,,,,,,,3,,,,
a_0084,253,,,,6,keep,keep,9,,,18,ben,就一般程序员,,,,,,,,,,,,,,,,,,,,,,6,,,,
a_0085,254,,,,6,keep,keep,9,,,18,ben,朝九晚九，一周六天,,,,,,,,,,,,,,,,,,,,,,9,,,,
a_0086,255,,,,6,keep,keep,9,,,18,ben,但我精力比较差,,,,,,,,,,,,,,,,,,,,,,7,,,,
a_00861,256,,,,6,keep,keep,9,,,18,ben,别人能做到的 我做不到,,,,,,,,,word,,,,,,,,,,,,,11,,,,
a_0087,257,,,,6,keep,keep,15,,,19,stella,这样,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0088,258,,,,6,keep,keep,special,,,19,bothnottalk,showoption,,,,,,,,,,,,,,,,,是不是有什么身体原因,靠零活会不会不稳定,health,parttimejob,,10,,,,
health,259,,,,6,6,keep,,,keep,22,bothnottalk,（好感度-1）,,,,,,,,,,,,,,,,,,,,,,7,,,,
a_0089,260,,,,6,6,keep,9,,,18,ben,体检没什么问题,,,,,,,,,,,,,,,,,,,,,,7,,,,
a_0090,261,,,,6,6,keep,,,,19,bothnottalk,,,,,,,,,,,,,,,,,,,,,,,0,,,,
a_0091,262,,,,6,6,keep,9,,,18,ben,就算有，不对的 也是996,,,,,,,,,word,,,,,,,,,,,,,13,,,,
a_0092,263,,,,6,6,keep,9,,,18,ben,不是撑不下来的人,,,,,,,,,,,,,,,,,,,,,,8,,,,
a_0093,264,,,,6,6,keep,special,,,19,bothnottalk,showoption,,,,,,,,,,,,,,,,,是的，不是说大多数人做得到就是对的,我是想问是不是跟心理状态有关,health1,health2,,10,,,,
health1,265,,,,6,8,keep,9,,,19,ben,……,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0094,266,,,,6,8,keep,,,,19,bothnottalk,,,,,,,,,,,,,,,,,,,,,,,0,,,,
a_0095,267,,,,6,8,keep,20,,,19,stella,<class='bold'>他看起来不太 喜欢说话</class>,,,,,,,,,word,,,,,,,,,,,,,10,,,,
a_0096,268,,,,6,8,keep,20,,,19,stella,<class='bold'>可能是性格如此，也可能是抱有戒心</class>,,,,,,,,,,,,,,,,,,,,,,15,,,,
a_0097,269,,,,6,8,keep,20,,,19,stella,<class='bold'>我们需要一些语言 技巧才能让他说出 心里话</class>,,,,,,,,,word,,,,,,,,,,,,,20,,,,
a_0098,270,,,,6,8,keep,special,,,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
health2,271,,,,6,6,keep,9,,,18,ben,不是,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0099,272,,,,6,6,keep,,,,19,bothnottalk,,,,,,,,,,,,,,,,,,,,,,,0,,,,
a_0100,273,,,,6,6,keep,20,,,19,stella,<class='bold'>他很明显不愿意谈论这个话题</class>,,,,,,,,,,,,,,,,,,,,,,12,,,,
a_0102,274,,,,6,6,keep,special,,,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
parttimejob,275,,,,6,keep,keep,9,,,18,ben,会,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0103,276,,,,6,keep,keep,9,,,18,ben,一个月工作几天的意思是平均,,,,,,,,,,,,,,,,,,,,,,13,,,,
a_0104,277,,,,6,keep,keep,9,,,18,ben,有活的时候连着干,,,,,,,,,,,,,,,,,,,,,,8,,,,
a_0105,278,,,,6,keep,keep,9,,,18,ben,没有可能连着休息几个月,,,,,,,,,,,,,,,,,,,,,,11,,,,
a_0106,279,,,,6,keep,keep,special,,,19,bothnottalk,showoption,,,,,,,,,,,,,,,,,这样不会比上班更累吗？,连着休息的时候会焦虑吗？,parttimejob1,parttimejob2,,10,,,,
parttimejob1,280,,,,6,keep,keep,9,,,19,ben,嗯……,,,,,,,,,,,,,,,,,,,,,,3,,,,
a_0107,281,,,,6,keep,keep,9,,,18,ben,只说工作强度应该是更累,,,,,,,,,,,,,,,,,,,,,,11,,,,
a_0108,282,,,,6,keep,keep,9,,,18,ben,上班虽然一天在公司呆十几个小时,,,,,,,,,,,,,,,,,,,,,,15,,,,
a_0109,283,,,,6,keep,keep,9,,,18,ben,但很多时候就是耗着,,,,,,,,,,,,,,,,,,,,,,9,,,,
a_0112,284,,,,6,keep,keep,9,,,18,ben,工作强度没那么大,,,,,,,,,,,,,,,,,,,,,,8,,,,
a_0110,285,,,,6,keep,keep,9,,,19,ben,…,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0111,286,,,,8,keep,keep,9,,,18,ben,但就是觉得上班更累,,,,,,,,,,,,,,,,,,,,,,9,,,,
a_0114,287,,,,6,keep,keep,special,,,19,bothnottalk,showoption,,,,,,,,,,,,,,,,,因为耗在那里本身就是消耗精力,因为有种<class='bold'>被困住</class>的感觉,parttimejob1a,parttimejob1b,,10,,,,
parttimejob1a,288,,,,6,keep,keep,,,keep,22,bothnottalk,,,,,,,,,,,,,,,,,,,,,,,0,,,,
a_01121,289,,,,6,keep,keep,9,,keep,23,ben,是的,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0115,290,,,,6,keep,keep,,,,19,bothnottalk,,,,,,,,,,,,,,,,,,,,,,,0,,,,
a_0116,291,,,,6,keep,keep,20,,,19,stella,<class='bold'>他看起来像是赞同这个观点</class>,,,,,,,,,,,,,,,,,,,,,,11,,,,
a_0117,292,,,,6,keep,keep,special,,,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
parttimejob1b,293,,,,6,keep,keep,15,,,18,stella,因为有种<class='bold'>被困住</class> 的感觉,,,,,,,,,word,,,,,,,,,,,,,10,,,,
a_0118,294,,,,6,keep,keep,15,,keep,22,stella,自己做即使累也 是自由的,,,,,,,,,word,,,,,,,,,,,,,12,,,,
a_0119,295,,,,6,keep,keep,15,,keep,22,stella,自己安排工作，自己安排时间,,,,,,,,,,,,,,,,,,,,,,13,,,,
a_0120,296,,,,6,keep,keep,9,,keep,18,ben,是啊,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0121,297,,,,6,keep,keep,,,,19,bothnottalk,,,,,,,,,,,,,,,,,,,,,,,0,,,,
a_0122,298,,,,6,keep,keep,20,,,19,stella,<class='bold'>他看起来像是赞同这个观点</class>,,,,,,,,,,,,,,,,,,,,,,11,,,,
a_0123,299,,,,6,keep,keep,special,,,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
parttimejob2,300,,,,8,keep,keep,9,,keep,18,ben,嗯……,,,,,,,,,,,,,,,,,,,,,,3,,,,
a_0125,301,,,,6,keep,keep,9,,keep,18,ben,不知道,,,,,,,,,,,,,,,,,,,,,,3,,,,
a_0126,302,,,,6,keep,keep,9,,keep,18,ben,活还是挺多的，经常做不过来,,,,,,,,,,,,,,,,,,,,,,13,,,,
a_0127,303,,,,6,keep,keep,9,,keep,18,ben,还没有过很长时间都没活的情况,,,,,,,,,,,,,,,,,,,,,,14,,,,
a_0128,304,,,,6,keep,keep,special,,keep,19,bothnottalk,showoption,,,,,,,,,,,,,,,,,那还挺好的,不是有过连着休息几个月吗？,parttimejob2a,parttimejob2b,,10,,,,
parttimejob2a,305,,,,6,keep,keep,,,keep,19,bothnottalk,,,,,,,,,,,,,,,,,,,,,,,0,,,,
a_0129,306,,,,6,keep,keep,20,,keep,19,stella,<class='bold'>他没什么反应</class>,,,,,,,,,,,,,,,,,,,,,,6,,,,
a_0131,307,,,,6,keep,keep,special,,keep,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
parttimejob2b,308,,,,6,keep,keep,9,,keep,18,ben,是,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0132,309,,,,6,keep,keep,9,,keep,18,ben,但那时候也有活，只是不想做,,,,,,,,,,,,,,,,,,,,,,13,,,,
a_0133,310,,,,6,keep,keep,special,,keep,19,bothnottalk,showoption,,,,,,,,,,,,,,,,,因为累吗？,因为感情问题吗？,parttimejob2b1,parttimejob2b2,,10,,,,
parttimejob2b1,311,,,,6,keep,31,9,,keep,18,ben,嗯,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0134,312,,,,6,keep,31,20,,keep,19,stella,<class='bold'>明显看得出来这个回答是在敷衍</class>,,,,,,,,,,,,,,,,,,,,,,13,,,,
a_0135,313,,,,6,keep,31,special,,keep,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
parttimejob2b2,314,,,,6,keep,31,9,,keep,18,ben,不是,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0136,315,,,,6,keep,31,20,,keep,19,stella,<class='bold'>他没有给你任何接话的空间</class>,,,,,,,,,,,,,,,,,,,,,,11,,,,
a_0137,316,,,,6,keep,31,20,,keep,19,stella,<class='bold'>很明显不想继续这个话题</class>,,,,,,,,,,,,,,,,,,,,,,10,,,,
a_0138,317,,,,6,keep,31,special,,keep,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
her,318,,,,6,keep,keep,15,,keep,19,stella,说说她吧,,,,,,,,,,,,,,,,,,,,,,4,,,,
a_0139,319,,,,19,keep,keep,9,,keep,19,ben,。。。。。。,,,,,,,,,,,,,,,,,,,,,,6,,,,
a_0140,320,,,,6,keep,33,,,keep,19,bothnottalk,,,,,,,,,,,,,,,,,,,,,,,0,,,,
a_01401,321,,,,6,keep,33,9,,keep,18,ben,她叫Stella,,,,,,,,,,,,,,,,,,,,,,8,,,,
a_0141,322,,,,6,keep,33,9,,keep,18,ben,……,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_01411,323,,,,6,keep,33,9,,keep,18,ben,她是学生,,,,,,,,,,,,,,,,,,,,,,4,,,,
a_0142,324,,,,6,keep,33,15,,keep,19,stella,学生,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0143,325,,,,6,keep,33,9,,keep,18,ben,嗯,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0144,326,,,,6,keep,33,15,,keep,19,stella,那你们是怎么 认识的呢？,,,,,,,,,word,,,,,,,,,,,,,12,,,,
a_0145,327,,,,6,keep,33,9,,keep,19,ben,…,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0146,328,,,,6,keep,33,9,,keep,18,ben,我业余的时候会在网上发点东西,,,,,,,,,,,,,,,,,,,,,,14,,,,
a_0147,329,,,,6,keep,33,9,,keep,18,ben,小说，漫画，游戏 什么的,,,,,,,,,word,,,,,,,,,,,,,12,,,,
a_0148,330,,,,6,keep,33,9,,keep,18,ben,她看到了,,,,,,,,,,,,,,,,,,,,,,4,,,,
a_0149,331,,,,6,keep,33,9,,keep,18,ben,觉得我有很多想法和她一样，就找我说话,,,,,,,,,,,,,,,,,,,,,,18,,,,
a_0150,332,,,,6,keep,33,9,,keep,18,ben,就,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0151,333,,,,6,keep,33,9,,keep,18,ben,认识了,,,,,,,,,,,,,,,,,,,,,,3,,,,
a_0152,334,,,,6,keep,33,special,,keep,19,bothnottalk,showoption,,,,,,,,,,,,,,,,,那你肯定写得很好,你说起她的时候声音都不一样了,her1,her2,,10,,,,
her2,335,,,,6,keep,33,9,,keep,19,ben,……,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_01531,336,,,,6,keep,33,9,,keep,18,ben,有吗,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0153,337,,,,6,keep,33,15,,keep,19,stella,有,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0154,338,,,,6,keep,33,9,,keep,19,ben,……,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0155,339,,,,6,keep,33,special,,keep,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
her1,340,,,,6,keep,33,9,,keep,18,ben,就那样,,,,,,,,,,,,,,,,,,,,,,3,,,,
a_0156,341,,,,6,keep,33,9,,keep,18,ben,并没有多少人看,,,,,,,,,,,,,,,,,,,,,,7,,,,
a_0157,342,,,,6,keep,33,9,,keep,18,ben,是因为现在有 推荐算法,,,,,,,,,word,,,,,,,,,,,,,11,,,,
a_0158,343,,,,6,keep,33,9,,keep,18,ben,你做很冷门的东西它也能给你找到感兴趣的人,,,,,,,,,,,,,,,,,,,,,,20,,,,
a_0159,344,,,,6,keep,33,15,,keep,19,stella,那么厉害吗？推 荐算法,,,,,,,,,word,,,,,,,,,,,,,11,,,,
a_0160,345,,,,6,keep,33,9,,keep,19,ben,嗯……,,,,,,,,,,,,,,,,,,,,,,3,,,,
a_0161,346,,,,6,keep,33,9,,keep,18,ben,我觉得还好,,,,,,,,,,,,,,,,,,,,,,5,,,,
a_0162,347,,,,6,keep,33,9,,keep,18,ben,因为你每发一条它都会推给一些人,,,,,,,,,,,,,,,,,,,,,,15,,,,
a_0163,348,,,,6,keep,33,9,,keep,18,ben,那只要你坚持，尝试次数足够多，就一定能找对的人,,,,,,,,,,,,,,,,,,,,,,23,,,,
a_0164,349,,,,6,keep,33,special,,keep,19,bothnottalk,showoption,,,,,,,,,,,,,,,,,本质上不是命中率高而是子弹多,对的人是说Stella吗？,her1a,her1b,,10,,,,
her1b,350,,,,6,keep,33,9,,keep,18,ben,不是,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0165,351,,,,6,keep,33,9,,keep,18,ben,是说对你写的冷门东西感兴趣的人,,,,,,,,,,,,,,,,,,,,,,15,,,,
a_0166,352,,,,6,keep,33,9,,keep,18,ben,要看语境,,,,,,,,,,,,,,,,,,,,,,4,,,,
a_0167,353,,,,6,keep,33,special,,keep,19,bothnottalk,showoption,,,,,,,,,,,,,,,,,你的性格好认真,如果抛开语境呢？,her1b1,her1b2,,10,,,,
her1b1,354,,,,6,keep,33,9,,keep,19,ben,……,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0168,355,,,,6,keep,33,20,,keep,19,stella,<class='bold'>看起来只是夸他并不能提升好感</class>,,,,,,,,,,,,,,,,,,,,,,13,,,,
a_0169,356,,,,6,keep,33,special,,keep,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
her1b2,357,,,,6,keep,33,15,,keep,19,stella,如果抛开语境呢,,,,,,,,,,,,,,,,,,,,,,7,,,,
a_0170,358,,,,6,keep,33,15,,keep,19,stella,Stella是对的人吗？,,,,,,,,,,,,,,,,,,,,,,12,,,,
a_0171,359,,,,6,keep,33,9,,keep,19,ben,……,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0172,360,,,,6,keep,33,20,,keep,19,stella,<class='bold'>他很明显不想谈论这个话题</class>,,,,,,,,,,,,,,,,,,,,,,11,,,,
a_0173,361,,,,6,keep,33,special,,keep,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
her1b2type0,362,,,,6,keep,33,15,,keep,19,stella,如果抛开语境呢,,,,,,,,,,,,,,,,,,,,,,7,,,,
a_0174,363,,,,6,keep,33,15,,keep,19,stella,Stella是对的人吗？,,,,,,,,,,,,,,,,,,,,,,12,,,,
a_0175,364,,,,6,keep,33,9,,keep,19,ben,……,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0176,365,,,,6,keep,33,9,,keep,18,ben,是,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0177,366,,,,6,keep,33,20,,keep,19,stella,<class='bold'>他谈起Stella的时候好像会自动忽略别人</class>,,,,,,,,,,,,,,,,,,,,,,20,,,,
a_0178,367,,,,6,keep,33,special,,keep,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
her1a,368,,,,6,keep,keep,,,keep,22,bothnottalk,（高看一眼,,,,,,,,,,,,,,,,,,,,,,5,,,,
a_0179,369,,,,6,keep,keep,9,,keep,23,ben,是的,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0180,370,,,,6,keep,keep,,,keep,19,bothnottalk,,,,,,,,,,,,,,,,,,,,,,,0,,,,
a_0181,371,,,,7,keep,keep,9,,keep,18,ben,但不管怎么做到的,,,,,,,,,,,,,,,,,,,,,,8,,,,
a_01811,372,,,,7,keep,keep,9,,keep,18,ben,人家确实是让你看到了感兴趣的东西,,,,,,,,,,,,,,,,,,,,,,16,,,,
a_0182,373,,,,6,keep,keep,special,,keep,19,bothnottalk,showoption,,,,,,,,,,,,,,,,,是啊，科技进步让我们可以不再那么孤独,可让我们看到什么的权力总归在人家手里,her1a1,her1a2,,10,,,,
her1a1,374,,,,6,keep,keep,9,,keep,18,ben,是,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0183,375,,,,6,keep,keep,20,,keep,19,stella,<class='bold'>虽然他说是，但感觉好像没有那么赞同</class>,,,,,,,,,,,,,,,,,,,,,,16,,,,
a_0184,376,,,,6,keep,keep,special,,keep,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
her1a2,377,,,,6,keep,keep,,,keep,22,bothnottalk,（高看一眼,,,,,,,,,,,,,,,,,,,,,,5,,,,
a_0185,378,,,,6,keep,keep,9,,keep,18,ben,是啊,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0186,379,,,,6,keep,keep,9,,keep,18,ben,让你看到感兴趣的东西，留在它的平台,,,,,,,,,,,,,,,,,,,,,,17,,,,
a_01871,380,,,,6,keep,keep,9,,keep,18,ben,这件事是符合它 利益的,,,,,,,,,word,,,,,,,,,,,,,11,,,,
a_0187,381,,,,6,keep,keep,9,,keep,18,ben,他当然愿意做,,,,,,,,,,,,,,,,,,,,,,6,,,,
a_0188,382,,,,6,keep,keep,9,,keep,18,ben,但如果你们利益冲突了呢,,,,,,,,,,,,,,,,,,,,,,11,,,,
a_0189,383,,,,6,keep,keep,9,,keep,18,ben,它会选择给你看 什么呢,,,,,,,,,word,,,,,,,,,,,,,11,,,,
a_0190,384,,,,6,keep,keep,special,,keep,19,bothnottalk,showoption,,,,,,,,,,,,,,,,,如果一直看它给你挑的东西你会怎样呢？,要有自己探索的能力可以不用，但要有,her1a2a,her1a2b,,10,,,,
her1a2a,385,,,,6,keep,keep,9,,keep,18,ben,是啊,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0191,386,,,,6,keep,keep,9,,keep,18,ben,兴趣又不是什么固定不变的东西,,,,,,,,,,,,,,,,,,,,,,14,,,,
a_0192,387,,,,6,keep,keep,9,,keep,18,ben,说不定我现在的兴趣就是它塑造出来的,,,,,,,,,,,,,,,,,,,,,,17,,,,
a_0193,388,,,,6,keep,keep,special,,keep,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
her1a2b,389,,,,6,keep,keep,9,,keep,18,ben,是的,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0194,390,,,,6,keep,keep,special,,keep,19,bothnottalk,backtomain,,,,,,,,,,,,,,,,,,,,,,10,,,,
koi,391,,,,6,keep,31,9,,keep,18,ben,……,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_0195,392,,,,6,keep,31,9,,keep,18,ben,我性格比较孤僻,,,,,,,,,,,,,,,,,,,,,,7,,,,
a_0196,393,,,,6,keep,31,9,,keep,18,ben,有人找我我都会回复,,,,,,,,,,,,,,,,,,,,,,9,,,,
a_0197,394,,,,6,keep,31,9,,keep,18,ben,但是是出于责任，我自己并不爱说话,,,,,,,,,,,,,,,,,,,,,,16,,,,
a_0198,395,,,,6,keep,31,9,,keep,18,ben,所以我不会找回去,,,,,,,,,,,,,,,,,,,,,,8,,,,
a_0199,396,,,,6,keep,31,9,,keep,18,ben,这样时间长了就没人再找我了,,,,,,,,,,,,,,,,,,,,,,13,,,,
a_0200,397,,,,6,keep,31,9,,keep,18,ben,她是唯一一个这样还一直找我说话的人,,,,,,,,,,,,,,,,,,,,,,17,,,,
a_0201,398,,,,6,keep,31,9,,keep,18,ben,就,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0202,399,,,,6,keep,31,9,,keep,19,ben,…,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0203,400,,,,6,keep,31,15,,keep,19,stella,就慢慢喜欢上她了,,,,,,,,,,,,,,,,,,,,,,8,,,,
a_0204,401,,,,6,keep,31,9,,keep,18,ben,嗯,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0205,402,,,,6,keep,31,15,,keep,19,stella,你不爱说话为什么会因为找你说话喜欢上人家呢？,,,,,,,,,,,,,,,,,,,,,,22,,,,
a_0206,403,,,,6,keep,31,9,,keep,19,ben,…,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0207,404,,,,6,keep,31,9,,keep,18,ben,因为她一直找我的意思不是一天，两天，几周,,,,,,,,,,,,,,,,,,,,,,20,,,,
a_0208,405,,,,6,keep,31,9,,keep,18,ben,是半年,,,,,,,,,,,,,,,,,,,,,,3,,,,
a_02091,406,,,,6,keep,31,,,keep,19,bothnottalk,,,,,,,,,,,,,,,,,,,,,,,0,,,,
a_0209,407,,,,6,keep,31,9,,keep,18,ben,你不爱说话，孤僻,,,,,,,,,,,,,,,,,,,,,,8,,,,
a_0210,408,,,,6,keep,31,9,,keep,18,ben,从来没被人这么 重视过,,,,,,,,,word,,,,,,,,,,,,,11,,,,
a_02092,409,,,,6,keep,31,,,keep,19,bothnottalk,,,,,,,,,,,,,,,,,,,,,,,0,,,,
a_0211,410,,,,6,keep,31,9,,keep,18,ben,怎么可能不喜欢上她,,,,,,,,,,,,,,,,,,,,,,9,,,,
a_0212,411,,,,6,keep,31,15,,keep,19,stella,她一直主动找了 你半年,,,,,,,,,word,,,,,,,,,,,,,11,,,,
a_0213,412,,,,6,keep,31,9,,keep,18,ben,嗯,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0214,413,,,,6,keep,31,15,,keep,19,stella,一直都是她主动，你没找过她一次,,,,,,,,,,,,,,,,,,,,,,15,,,,
a_0215,414,,,,6,keep,31,9,,keep,18,ben,嗯,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0216,415,,,,6,keep,31,15,,keep,19,stella,为什么啊？,,,,,,,,,,,,,,,,,,,,,,5,,,,
a_02093,416,,,,6,keep,31,,,keep,19,bothnottalk,,,,,,,,,,,,,,,,,,,,,,,0,,,,
a_0217,417,,,,6,keep,31,9,,keep,18,ben,因为没什么想说的,,,,,,,,,,,,,,,,,,,,,,8,,,,
a_0218,418,,,,6,keep,31,15,,keep,19,stella,不，我是说为什么这样她还一直找你呢？,,,,,,,,,,,,,,,,,,,,,,18,,,,
a_0219,419,,,,6,keep,31,9,,keep,19,ben,…,,,,,,,,,,,,,,,,,,,,,,1,,,,
a_0220,420,,,,6,keep,31,9,,keep,18,ben,因为我和她不是说她一直主动，我一直爱搭不理,,,,,,,,,,,,,,,,,,,,,,21,,,,
a_0221,421,,,,6,keep,31,9,,keep,18,ben,她找我我都是很认真的回答她,,,,,,,,,,,,,,,,,,,,,,13,,,,
a_0222,422,,,,6,keep,31,9,,keep,18,ben,不会敷衍，不会不尊重人,,,,,,,,,,,,,,,,,,,,,,11,,,,
a_0223,423,,,,6,keep,31,9,,keep,18,ben,不然因为什么人家也不可能一直找你吧,,,,,,,,,,,,,,,,,,,,,,17,,,,
a_0224,424,,,,6,keep,31,,,keep,19,bothnottalk,,,,,,,,,,,,,,,,,,,,,,,0,,,,
a_0225,425,,,,6,keep,31,9,,keep,18,ben,我不是讨厌说话，别人找我我会说,,,,,,,,,,,,,,,,,,,,,,15,,,,
a_0226,426,,,,6,keep,31,9,,keep,18,ben,只是我自己没什么想和人说的,,,,,,,,,,,,,,,,,,,,,,13,,,,
a_0227,427,,,,6,keep,31,special,,keep,19,bothnottalk,showoption,,,,,,,,,,,,,,,,,不会孤独吗？,你这样还有朋友吗？,lonely,friends,,10,,,,
lonely,428,,,,6,keep,31,9,,keep,18,ben,不会,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_02283,429,,,,6,keep,31,15,,keep,19,stella,一次都没有过 吗，孤独,,,,,,,,,word,,,,,,,,,,,,,11,,,,
a_02287,430,,,,6,keep,31,15,,keep,19,stella,觉得想和别人说说话的时候,,,,,,,,,,,,,,,,,,,,,,12,,,,
a_02284,431,,,,6,keep,31,9,,keep,18,ben,那有,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_02285,432,,,,6,keep,31,15,,keep,19,stella,对吧,,,,,,,,,,,,,,,,,,,,,,2,,,,
a_02286,433,,,,6,keep,31,9,,keep,18,ben,但写就好了,,,,,,,,,,,,,,,,,,,,,,5,,,,
